Time,Untitled,Untitled 1,Untitled 2,Untitled 3,Untitled 4,Untitled 5,Untitled 6,Untitled 7,Untitled 8,Untitled 9,Untitled 10,Untitled 11,Untitled 12,Untitled 13,Untitled 14,Untitled 15
7/1/2019 18:50:08.450,31.955807,31.948808,25.076421,24.537361,28.039341,31.998867,31.971871,27.995478,28.029981,28.06796,31.956086,32.014308,25.21296,25.295146,25.290212,27.986168
7/1/2019 18:55:06.498,31.99472,32.000015,25.070733,24.536426,28.008394,31.996097,31.930712,28.024572,27.994445,28.045061,31.992934,31.96497,25.205666,25.335763,25.297719,28.042177
7/1/2019 19:00:10.577,32.003555,32.023487,25.075831,24.536459,27.984004,31.987426,31.915731,28.00328,27.989872,28.009951,32.030781,31.9711,25.198896,25.355548,25.308619,28.083745
7/1/2019 19:05:07.334,31.95325,31.963806,25.074503,24.538819,28.034407,31.978739,31.976083,27.990692,28.066829,27.988528,31.9493,32.011767,25.207239,25.382626,25.319454,28.067337
7/1/2019 19:10:10.735,31.973182,31.951972,25.067389,24.53623,28.04375,32.014963,32.030289,28.021687,28.084859,28.037521,31.940268,31.974706,25.212583,25.406951,25.321798,28.048684
7/1/2019 19:15:08.936,32.002834,31.98677,25.071421,24.533525,28.01123,31.979312,32.00626,28.009623,28.065108,28.073648,31.996113,31.979362,25.203945,25.256315,25.335354,28.029309
7/1/2019 19:20:11.307,31.983672,32.031617,25.073782,24.530919,27.985086,31.982738,31.943268,27.984102,28.03803,28.049864,32.03342,32.019324,25.208403,25.194962,25.346746,28.00487
7/1/2019 19:25:10.011,31.948251,31.980345,25.068766,24.536492,28.030014,32.016603,31.937515,28.00623,27.995773,28.018311,31.993081,31.997359,25.212649,25.207321,25.365497,27.988167
7/1/2019 19:30:11.880,31.972526,31.928631,25.067225,24.54913,28.049749,31.973018,31.988426,28.030572,27.981922,27.991724,31.955463,31.961397,25.215222,25.269789,25.364251,28.059781
7/1/2019 19:35:08.686,32.015308,31.966806,25.070602,24.538246,28.02295,31.998228,32.031273,28.007575,28.044553,27.995412,32.0019,31.980935,25.207961,25.306013,25.378807,28.06837
7/1/2019 19:40:10.139,31.974346,32.010095,25.071831,24.538279,27.983315,32.011111,32.003719,27.975743,28.087498,28.070304,32.027913,32.028306,25.206403,25.333272,25.38338,28.061846
7/1/2019 19:45:12.136,31.946989,32.01157,25.060849,24.548195,28.029883,31.975477,31.940104,28.024392,28.061764,28.072025,31.971363,31.997802,25.209862,25.347975,25.399821,28.041095
7/1/2019 19:50:08.666,31.977575,31.945776,25.062521,24.546704,28.046324,31.999654,31.944235,28.025949,28.027621,28.045684,31.96738,31.954939,25.211075,25.36694,25.346155,28.010017
7/1/2019 19:55:12.194,32.009177,31.949906,25.06716,24.538721,28.014705,31.988934,31.990377,27.999805,27.995822,28.009525,32.003555,31.976247,25.210403,25.380413,25.30285,27.985332
7/1/2019 20:00:09.449,31.978542,31.986311,25.065356,24.531493,27.984889,31.99054,32.035485,27.992954,27.993839,27.985414,32.024438,32.029306,25.209452,25.395969,25.286508,28.036112
7/1/2019 20:05:11.580,31.950562,32.028306,25.064979,24.537213,28.015672,32.015144,31.996966,28.0259,28.052618,28.032276,31.971871,31.997392,25.21555,25.298736,25.282656,28.080926
7/1/2019 20:10:09.670,31.979444,31.983148,25.068569,24.530148,28.045684,31.97669,31.930089,28.014934,28.081843,28.070894,31.966822,31.955103,25.218156,25.259019,25.285491,28.071189
7/1/2019 20:15:07.420,32.005424,31.936892,25.054407,24.534623,28.025654,31.991704,31.962577,27.983971,28.074779,28.057617,32.015242,31.981673,25.205781,25.253135,25.303587,28.051634
7/1/2019 20:20:10.933,31.971559,31.954955,25.057046,24.536066,27.982168,32.013947,32.009112,28.019475,28.035948,28.030555,32.011456,32.025126,25.20206,25.271395,25.309898,28.023327
7/1/2019 20:25:10.318,31.975657,32.01834,25.061914,24.53005,28.019524,31.975756,32.03937,28.025671,28.000395,27.991249,31.965216,31.992262,25.199896,25.284049,25.324388,27.99751
7/1/2019 20:30:09.253,32.003014,32.010161,25.059603,24.534771,28.049831,31.990524,31.977788,28.000526,27.990577,28.008902,31.977526,31.954578,25.203764,25.295228,25.325699,27.994707
7/1/2019 20:35:11.506,31.991098,31.943186,25.064193,24.527542,28.015754,32.002703,31.925287,27.990642,28.042078,28.066272,32.014947,31.968822,25.209714,25.319028,25.338796,28.073631
